sec,nanosec,frame_id,name,position.x,position.y,position.z
1773049066,254637773,world,cf231,-2.6765758991241455,-1.8985037803649902,0.6571455001831055
1773049066,254637773,world,cf231_leg,-2.6702678203582764,-1.8801325559616089,0.6437780857086182
1773049066,259774965,world,cf231,-2.676119327545166,-1.8964557647705078,0.6608736515045166
1773049066,259774965,world,cf231_leg,-2.669994592666626,-1.8790746927261353,0.6475568413734436
1773049066,264839230,world,cf231,-2.6759133338928223,-1.8945149183273315,0.6649078130722046
1773049066,264839230,world,cf231_leg,-2.669687271118164,-1.8779888153076172,0.6514014005661011
1773049066,269869579,world,cf231,-2.6753745079040527,-1.8924764394760132,0.6684073209762573
1773049066,269869579,world,cf231_leg,-2.669429302215576,-1.8769363164901733,0.655267059803009
1773049066,274848704,world,cf231,-2.6750121116638184,-1.8903323411941528,0.6723215579986572
1773049066,274848704,world,cf231_leg,-2.669285535812378,-1.8758217096328735,0.6592636108398438
1773049066,279847877,world,cf231,-2.674605131149292,-1.8881169557571411,0.6760520935058594
1773049066,279847877,world,cf231_leg,-2.668956756591797,-1.8745899200439453,0.6628175377845764
1773049066,284760077,world,cf231,-2.6742193698883057,-1.886052131652832,0.6796534061431885
1773049066,284760077,world,cf231_leg,-2.668671131134033,-1.8735089302062988,0.6664054989814758
1773049066,289818953,world,cf231,-2.6737539768218994,-1.883614420890808,0.6834162473678589
1773049066,289818953,world,cf231_leg,-2.6684153079986572,-1.8720405101776123,0.6703574657440186
1773049066,294703736,world,cf231,-2.673434019088745,-1.8813660144805908,0.6871509552001953
1773049066,294703736,world,cf231_leg,-2.6681771278381348,-1.870894432067871,0.6740158796310425
1773049066,300005761,world,cf231,-2.67279052734375,-1.8789361715316772,0.6905653476715088
1773049066,300005761,world,cf231_leg,-2.668023109436035,-1.8697702884674072,0.6778771877288818
1773049066,305123031,world,cf231,-2.672484874725342,-1.8765325546264648,0.694654107093811
1773049066,305123031,world,cf231_leg,-2.667717695236206,-1.8686338663101196,0.6814959645271301
1773049066,311239377,world,cf231,-2.671973943710327,-1.8742015361785889,0.6980446577072144
1773049066,311239377,world,cf231_leg,-2.6675045490264893,-1.8672000169754028,0.6850497126579285
1773049066,318371042,world,cf231,-2.6716055870056152,-1.871801733970642,0.701728343963623
1773049066,318371042,world,cf231_leg,-2.667154550552368,-1.865966796875,0.6888171434402466
1773049066,320033809,world,cf231,-2.671238660812378,-1.8694406747817993,0.7055555582046509
1773049066,320033809,world,cf231_leg,-2.66695237159729,-1.8645769357681274,0.6925950646400452
1773049066,325040502,world,cf231,-2.6705894470214844,-1.866916537284851,0.7089487314224243
1773049066,325040502,world,cf231_leg,-2.6666698455810547,-1.8632431030273438,0.6960472464561462
1773049066,330029750,world,cf231,-2.670152425765991,-1.8644355535507202,0.7126857042312622
1773049066,330029750,world,cf231_leg,-2.666409969329834,-1.8622115850448608,0.6995222568511963
1773049066,334974367,world,cf231,-2.66965913772583,-1.8618969917297363,0.7162209749221802
1773049066,334974367,world,cf231_leg,-2.6662323474884033,-1.8608636856079102,0.7031828761100769
1773049066,340018830,world,cf231,-2.669450283050537,-1.8596453666687012,0.7197878360748291
1773049066,340018830,world,cf231_leg,-2.666022539138794,-1.85947585105896,0.7068803906440735
1773049066,344838048,world,cf231,-2.6691200733184814,-1.8569979667663574,0.7236202955245972
1773049066,344838048,world,cf231_leg,-2.665796995162964,-1.857956886291504,0.7104166746139526
1773049066,349715301,world,cf231,-2.668675184249878,-1.8546949625015259,0.7270779609680176
1773049066,349715301,world,cf231_leg,-2.6654984951019287,-1.856724739074707,0.7137129902839661
1773049066,354831775,world,cf231,-2.668168306350708,-1.852057933807373,0.7305829524993896
1773049066,354831775,world,cf231_leg,-2.6653435230255127,-1.8555124998092651,0.7172104716300964
1773049066,359944769,world,cf231,-2.667856454849243,-1.8497380018234253,0.7344356775283813
1773049066,359944769,world,cf231_leg,-2.665071964263916,-1.8541442155838013,0.7205399870872498
1773049066,364806594,world,cf231,-2.667372703552246,-1.847228765487671,0.737726092338562
1773049066,364806594,world,cf231_leg,-2.664766550064087,-1.8527692556381226,0.7240527272224426
1773049066,370626755,world,cf231,-2.667026996612549,-1.8448190689086914,0.7414184808731079
1773049066,370626755,world,cf231_leg,-2.664623498916626,-1.8514509201049805,0.7276155352592468
1773049066,374996849,world,cf231,-2.6667916774749756,-1.8424770832061768,0.7448956966400146
1773049066,374996849,world,cf231_leg,-2.664292812347412,-1.849951982498169,0.7309539318084717
1773049066,379756631,world,cf231,-2.6663029193878174,-1.84003484249115,0.7483416795730591
1773049066,379756631,world,cf231_leg,-2.664137125015259,-1.84882652759552,0.7343376874923706
1773049066,384667742,world,cf231,-2.666043758392334,-1.837619423866272,0.7518081665039062
1773049066,384667742,world,cf231_leg,-2.663877010345459,-1.8475487232208252,0.7376713156700134
1773049066,389860624,world,cf231,-2.6657824516296387,-1.8352861404418945,0.75548255443573
1773049066,389860624,world,cf231_leg,-2.663792133331299,-1.8463025093078613,0.7410642504692078
1773049066,394685656,world,cf231,-2.6655170917510986,-1.8330274820327759,0.7586827278137207
1773049066,394685656,world,cf231_leg,-2.6636123657226562,-1.8449827432632446,0.7443838119506836
1773049066,399736007,world,cf231,-2.6651275157928467,-1.8306643962860107,0.7618763446807861
1773049066,399736007,world,cf231_leg,-2.663400411605835,-1.8435500860214233,0.747856855392456
1773049066,404766601,world,cf231,-2.6650466918945312,-1.8285843133926392,0.7656534910202026
1773049066,404766601,world,cf231_leg,-2.6630842685699463,-1.842268466949463,0.7508484721183777
1773049066,409778634,world,cf231,-2.664553642272949,-1.8262059688568115,0.7688999176025391
1773049066,409778634,world,cf231_leg,-2.662997007369995,-1.841338038444519,0.7541419267654419
1773049066,414953107,world,cf231,-2.6643707752227783,-1.8241801261901855,0.7722460031509399
1773049066,414953107,world,cf231_leg,-2.6627981662750244,-1.8399274349212646,0.7573522329330444
1773049066,419869016,world,cf231,-2.6641581058502197,-1.821951985359192,0.7757606506347656
1773049066,419869016,world,cf231_leg,-2.6625938415527344,-1.8387396335601807,0.7605668902397156
1773049066,424642752,world,cf231,-2.6639342308044434,-1.8197801113128662,0.779089093208313
1773049066,424642752,world,cf231_leg,-2.6624338626861572,-1.8375775814056396,0.7638092637062073
1773049066,429753099,world,cf231,-2.6637706756591797,-1.8178671598434448,0.7824921607971191
1773049066,429753099,world,cf231_leg,-2.6621928215026855,-1.8364157676696777,0.7668871283531189
1773049066,434737278,world,cf231,-2.6634905338287354,-1.815788984298706,0.7857533693313599
1773049066,434737278,world,cf231_leg,-2.662065267562866,-1.8352652788162231,0.7699074745178223
1773049066,439761120,world,cf231,-2.6634621620178223,-1.813839077949524,0.7894618511199951
1773049066,439761120,world,cf231_leg,-2.6618521213531494,-1.8342156410217285,0.7731187343597412
1773049066,444826428,world,cf231,-2.6632485389709473,-1.811826229095459,0.7925938367843628
1773049066,444826428,world,cf231_leg,-2.661787986755371,-1.8330819606781006,0.7762085795402527
1773049066,449734173,world,cf231,-2.663193941116333,-1.8100388050079346,0.7959021329879761
1773049066,449734173,world,cf231_leg,-2.661602735519409,-1.8320509195327759,0.7793452143669128
1773049066,454850184,world,cf231,-2.662980794906616,-1.8082194328308105,0.7989828586578369
1773049066,454850184,world,cf231_leg,-2.6615593433380127,-1.831043004989624,0.7826346158981323
1773049066,459700470,world,cf231,-2.662773847579956,-1.8063920736312866,0.8020278215408325
1773049066,459700470,world,cf231_leg,-2.661280393600464,-1.829870343208313,0.7854376435279846
1773049066,465002573,world,cf231,-2.662590503692627,-1.804668664932251,0.8051866292953491
1773049066,465002573,world,cf231_leg,-2.6610934734344482,-1.8289068937301636,0.7883769273757935
1773049066,469939683,world,cf231,-2.662491798400879,-1.8030411005020142,0.8084238767623901
1773049066,469939683,world,cf231_leg,-2.6609995365142822,-1.8280038833618164,0.7913150787353516
1773049066,474699390,world,cf231,-2.662480115890503,-1.8013161420822144,0.811833381652832
1773049066,474699390,world,cf231_leg,-2.660987377166748,-1.8272265195846558,0.7944563031196594
1773049066,479819457,world,cf231,-2.6623575687408447,-1.7997099161148071,0.814987301826477
1773049066,479819457,world,cf231_leg,-2.660954713821411,-1.8262550830841064,0.7975159287452698
1773049066,484701890,world,cf231,-2.6621646881103516,-1.798000693321228,0.8177751302719116
1773049066,484701890,world,cf231_leg,-2.6607697010040283,-1.8254064321517944,0.8004204630851746
1773049066,490481080,world,cf231,-2.662200689315796,-1.796866774559021,0.8208928108215332
1773049066,490481080,world,cf231_leg,-2.6605780124664307,-1.8245562314987183,0.8029235601425171
1773049066,494817348,world,cf231,-2.6621410846710205,-1.7953684329986572,0.8239737749099731
1773049066,494817348,world,cf231_leg,-2.660320520401001,-1.823685646057129,0.8057379722595215
1773049066,499773840,world,cf231,-2.6621084213256836,-1.7940306663513184,0.8270571231842041
1773049066,499773840,world,cf231_leg,-2.660376787185669,-1.8228713274002075,0.8087830543518066
1773049066,504707707,world,cf231,-2.6621618270874023,-1.7927521467208862,0.8300683498382568
1773049066,504707707,world,cf231_leg,-2.6601734161376953,-1.822234034538269,0.8115997314453125
1773049066,509737705,world,cf231,-2.662201404571533,-1.7916280031204224,0.832871675491333
1773049066,509737705,world,cf231_leg,-2.66003680229187,-1.821384310722351,0.8140795230865479
1773049066,514736229,world,cf231,-2.6620256900787354,-1.7904763221740723,0.8357433080673218
1773049066,514736229,world,cf231_leg,-2.6599855422973633,-1.8208534717559814,0.8170351386070251
1773049066,519824731,world,cf231,-2.6619505882263184,-1.789499282836914,0.8386621475219727
1773049066,519824731,world,cf231_leg,-2.6599323749542236,-1.8202632665634155,0.8198058605194092
1773049066,525851983,world,cf231,-2.6620125770568848,-1.7884817123413086,0.8415179252624512
1773049066,525851983,world,cf231_leg,-2.6596834659576416,-1.8195159435272217,0.8222533464431763
1773049066,529884139,world,cf231,-2.6620559692382812,-1.7875622510910034,0.8442220687866211
1773049066,529884139,world,cf231_leg,-2.6597089767456055,-1.8191134929656982,0.8250170350074768
1773049066,534895352,world,cf231,-2.661933183670044,-1.7866843938827515,0.8468382358551025
1773049066,534895352,world,cf231_leg,-2.659580945968628,-1.8186218738555908,0.8276771306991577
1773049066,539808109,world,cf231,-2.661771297454834,-1.7857983112335205,0.8495364189147949
1773049066,539808109,world,cf231_leg,-2.659477949142456,-1.8180500268936157,0.8301200866699219
1773049066,544791838,world,cf231,-2.661975383758545,-1.7853437662124634,0.8521914482116699
1773049066,544791838,world,cf231_leg,-2.6594021320343018,-1.8176312446594238,0.8329316973686218
1773049066,549618238,world,cf231,-2.662015438079834,-1.7846444845199585,0.8548734188079834
1773049066,549618238,world,cf231_leg,-2.659241199493408,-1.8171677589416504,0.8354447484016418
1773049066,554914919,world,cf231,-2.6621177196502686,-1.7842321395874023,0.8577466011047363
1773049066,554914919,world,cf231_leg,-2.6591925621032715,-1.8167715072631836,0.8377004265785217
1773049066,559888453,world,cf231,-2.6620168685913086,-1.783720850944519,0.859900712966919
1773049066,559888453,world,cf231_leg,-2.659168243408203,-1.8165432214736938,0.8403659462928772
1773049066,565359635,world,cf231,-2.662041425704956,-1.7834787368774414,0.8625309467315674
1773049066,565359635,world,cf231_leg,-2.659153938293457,-1.81627357006073,0.8429709076881409
1773049066,570088182,world,cf231,-2.661973714828491,-1.7830737829208374,0.8651680946350098
1773049066,570088182,world,cf231_leg,-2.6590888500213623,-1.815964937210083,0.8453291654586792
1773049066,575019213,world,cf231,-2.662163019180298,-1.7828634977340698,0.8674451112747192
1773049066,575019213,world,cf231_leg,-2.6588878631591797,-1.8157368898391724,0.8476992249488831
1773049066,579604415,world,cf231,-2.662123203277588,-1.7827517986297607,0.8697655200958252
1773049066,579604415,world,cf231_leg,-2.6589877605438232,-1.8157016038894653,0.8502526879310608
1773049066,584710803,world,cf231,-2.6621947288513184,-1.782494306564331,0.8719179630279541
1773049066,584710803,world,cf231_leg,-2.6587531566619873,-1.8154010772705078,0.8524251580238342
1773049066,589643169,world,cf231,-2.6621041297912598,-1.7825394868850708,0.874468207359314
1773049066,589643169,world,cf231_leg,-2.6587908267974854,-1.815420389175415,0.854853630065918
1773049066,594750361,world,cf231,-2.6622233390808105,-1.7827675342559814,0.8766632080078125
1773049066,594750361,world,cf231_leg,-2.6586620807647705,-1.815281867980957,0.8571001291275024
1773049066,600350069,world,cf231,-2.6622281074523926,-1.7827684879302979,0.878894567489624
1773049066,600350069,world,cf231_leg,-2.658562421798706,-1.8151869773864746,0.8593403100967407
1773049066,604745576,world,cf231,-2.662189245223999,-1.7830930948257446,0.8808634281158447
1773049066,604745576,world,cf231_leg,-2.6586015224456787,-1.8154654502868652,0.8618508577346802
1773049066,609823874,world,cf231,-2.662543773651123,-1.7835420370101929,0.8833245038986206
1773049066,609823874,world,cf231_leg,-2.6585311889648438,-1.8153444528579712,0.8638283610343933
1773049066,614997024,world,cf231,-2.6623494625091553,-1.7837727069854736,0.8851728439331055
1773049066,614997024,world,cf231_leg,-2.658464193344116,-1.8155306577682495,0.8661481142044067
1773049066,619805847,world,cf231,-2.662322998046875,-1.7841501235961914,0.8873807191848755
1773049066,619805847,world,cf231_leg,-2.658202886581421,-1.815408706665039,0.8680130839347839
1773049066,624647793,world,cf231,-2.662351131439209,-1.7846747636795044,0.8893014192581177
